"id","loc","v(g)","ev(g)","iv(g)","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","defects"
"684","12","2","1","2","16","59.21","0.24","4.08","14.5","241.76","0.02","13.43","7","0","3","0","7","5","9","7","3","1"
"685","26","1","1","1","53","216.64","0.11","8.73","24.82","1890.71","0.07","105.04","12","5","4","0","8","11","27","24","1",""
"686","15","4","1","2","33","144.95","0.11","8.18","16.28","1295.38","0.05","71.97","11","0","2","0","10","11","18","15","7",""
"687","5","1","1","1","15","47.55","0.33","3","16.61","163.12","0.02","8.07","3","0","0","0","6","4","9","4","1",""
"688","5","1","1","1","20","78.14","0.13","7.5","9.08","513.33","0.03","28.53","5","0","0","0","9","3","15","5","1",""
"689","24","7","1","5","68","311.78","0.07","14.77","22.89","4877.17","0.1","270.95","15","0","5","0","13","11","45","25","13",""
"690","38","6","5","5","94","470","0.05","19.5","24.87","11090","0.16","616.11","28","1","7","0","16","16","61","39","11","1"
"691","11","2","1","2","27","105.49","0.13","8","13.19","861.77","0.04","47.88","8","0","1","0","9","6","18","9","3",""
"692","18","2","1","2","40","163.5","0.14","6.92","24.53","1134.22","0.05","63.34","15","0","1","0","10","10","27","13","3",""
"693","25","7","3","5","100","535.76","0.05","18.57","28.93","9949.74","0.18","552.76","18","0","3","0","20","21","61","39","13",""
"694","56","11","11","10","210","1172.84","0.04","23.23","50.51","27392.06","0.39","1521.78","38","5","5","0","18","33","123","87","21",""
"695","101","9","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","1"
"696","11","2","1","2","27","110.36","0.14","7.31","15.09","708.49","0.04","39.36","7","0","2","0","9","8","14","13","3",""
"697","37","8","7","5","120","638.63","0.07","14","44.64","10361.04","0.21","576.14","33","0","4","0","14","26","75","54","15",""
"698","6","1","1","1","35","143.06","0.28","3.57","47.58","535.09","0.05","29.73","4","0","0","0","6","14","19","14","1",""
"699","22","3","1","2","67","322.09","0.05","15.33","20.47","4786","0.11","265.89","17","0","3","0","14","12","34","33","5",""
"700","25","1","1","1","89","461.25","0.07","13.46","32.35","6122.58","0.15","340.14","19","0","4","0","12","14","58","31","1","1"
"701","35","2","1","1","75","375","0.11","9.33","37.89","3222.93","0.13","179.61","18","5","9","1","12","18","43","33","3",""
"702","11","2","1","2","28","121.01","0.15","6.5","17.64","899.7","0.04","49.98","8","0","1","0","8","8","18","13","3",""
"703","13","2","1","2","32","125.02","0.11","9.29","13.03","1123.7","0.04","62.43","8","0","3","0","10","7","19","13","3",""
"704","14","3","1","1","49","183.32","0.07","15.33","12.04","2840.66","0.06","157.81","10","0","2","0","12","6","31","16","5",""
"705","15","1","1","1","76","356.75","0.12","8.64","40.19","2719.48","0.12","151.17","11","0","2","0","10","14","41","25","1",""
"706","27","6","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11",""
"707","272","14","1","9","721","4272.97","0.02","54.55","91.89","244180.95","1.42","13565.61","203","1","41","0","26","76","467","219","27","1"
"708","61","6","6","4","264","1476.67","0.02","47.57","29.8","59979.37","0.49","3332.19","51","0","8","0","22","21","175","89","11","1"
"709","85","6","7","2","105","546.99","0.05","19","25.66","9758.75","0.18","542.15","25","16","40","0","17","17","67","38","11",""
"710","62","12","3","7","183","908.44","0.02","42","23.03","45146.08","0.3","2508.12","45","4","8","2","22","23","111","72","23","1"
"711","9","3","3","2","26","102.8","0.17","5.79","17.27","539.65","0.03","29.98","6","0","1","0","9","7","17","9","5",""
"712","5","1","1","1","20","74.01","0.5","2","37","148.02","0.02","8.22","3","0","0","0","4","9","11","9","1",""
"713","21","5","1","5","89","463.78","0.1","10.29","44.64","4291.57","0.15","238.42","13","1","3","0","12","23","47","42","9",""
"714","9","1","1","1","20","74.01","0.19","5.33","15.86","389.71","0.03","21.65","5","0","2","0","6","6","12","8","1",""
"715","9","1","1","1","24","93.77","0.19","5.25","18.23","369.2","0.03","20.51","6","0","1","0","9","6","17","7","1",""
"716","24","1","1","1","74","366.61","0.12","8.41","40.06","2610.47","0.12","145.03","16","0","6","0","11","17","46","28","1",""
"717","33","5","1","2","76","361.37","0.09","11.45","32.43","3976.59","0.12","220.92","27","0","4","0","12","17","44","32","9",""
"718","224","39","10","19","885","5700.83","0.02","59.89","79.04","364106.03","1.9","20228.11","199","8","18","0","27","49","561","337","77","1"
"719","33","5","1","2","52","235.23","0.09","11","23.92","2894.17","0.08","160.79","19","0","5","0","13","13","31","21","9",""
"720","50","5","1","4","155","857.38","0.06","17.5","48.03","15018.77","0.29","834.38","38","3","8","0","15","30","85","70","9",""
"721","67","12","6","8","232","1429.48","0.03","39.53","31.38","47209.52","0.48","2622.75","60","0","5","0","29","28","139","83","23",""
"722","72","1","1","1","237","1231.75","0.06","15.71","77.31","25402.71","0.41","1411.26","58","0","9","0","12","35","137","95","1",""
"723","85","7","1","7","301","1794.75","0.03","31.88","60.46","68604.07","0.6","3811.34","68","3","15","0","18","47","160","141","13","1"
"724","41","6","1","2","157","886.09","0.04","23.8","35","22632.04","0.3","1257.34","31","0","8","0","18","23","104","63","11",""
"725","17","2","1","2","38","161.42","0.13","7.56","21.34","1220.75","0.05","67.82","11","0","4","0","11","8","27","11","3",""
"726","14","2","1","1","21","66.61","0.16","6.4","11.2","430.2","0.02","23.9","10","0","2","0","8","5","13","8","3",""
"727","126","16","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31",""
"728","8","2","1","1","18","66.61","0.22","4.5","16.65","333.04","0.02","18.5","3","0","0","0","9","3","13","3","3",""
"729","62","4","1","4","227","1197.09","0.04","25.06","43.37","28557.64","0.4","1586.54","50","4","2","0","17","32","124","89","7",""
"730","14","5","5","3","59","280.54","0.08","13","20.4","3142.03","0.09","174.56","13","0","1","0","13","11","36","23","9",""
"731","12","3","1","2","30","111.13","0.15","6.5","15.09","830.55","0.04","46.14","9","0","1","0","7","7","17","13","5",""
"732","200","45","29","19","651","4205.09","0.02","59.89","105.51","405328.56","1.4","22518.25","158","9","17","1","27","86","416","331","89","1"
"733","45","5","1","4","109","541.11","0.05","21.26","25.24","11748.9","0.18","652.72","31","1","7","0","17","19","63","46","9",""
"734","35","5","1","3","111","540.54","0.05","18.67","28.5","9593.28","0.18","532.96","29","0","3","0","16","15","68","34","9",""
"735","7","1","1","1","17","53.15","0.44","2.29","25.73","141.74","0.02","7.87","4","0","1","0","4","7","9","8","1",""
"736","21","2","1","2","63","292.56","0.09","10.83","27.93","3142.03","0.1","174.56","14","0","3","0","13","14","36","25","3",""
"737","30","4","1","4","54","240.81","0.07","14.67","16.77","3502.52","0.08","194.69","23","3","2","1","10","11","26","28","7",""
"738","38","6","4","2","112","549.57","0.05","20.12","30.29","12458.21","0.18","692.2","34","0","3","0","14","16","68","48","11",""
"739","18","2","1","1","42","192.57","0.13","7.5","27.93","1504.02","0.07","83.45","12","0","4","0","12","12","27","15","3",""
"740","9","2","1","1","18","66.61","0.18","5.63","11.84","374.67","0.02","20.81","6","0","1","0","9","4","13","5","3",""
"741","14","2","1","2","41","178.38","0.08","12.44","14.3","2666.74","0.06","148.15","11","0","1","0","14","9","25","16","3",""
"742","15","2","1","1","42","182.84","0.13","8","29.38","1484.62","0.06","82.48","11","0","2","0","13","13","30","16","3",""
"743","80","18","10","9","285","1624.63","0.03","34.93","49.5","56233.71","0.54","3117.46","63","0","6","0","24","44","175","101","35","1"
"744","7","3","3","2","20","80","0.17","5.83","13.71","466.67","0.03","25.93","5","0","0","0","9","7","13","7","5",""
"745","42","4","1","4","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","7","1"
"746","29","5","1","2","104","515.24","0.04","22.69","22.73","11909.84","0.17","661.66","14","3","5","2","19","13","67","37","9",""
"747","26","4","1","1","73","350.94","0.08","13","24.23","4064.21","0.11","225.79","20","2","2","0","10","12","39","34","7",""
"748","57","10","6","4","208","1215.6","0.03","30.89","40.53","38187.42","0.41","2111.72","46","0","9","0","24","33","124","84","19","1"
"749","37","5","1","2","94","456.65","0.08","12.98","41.7","9257.85","0.15","514.32","28","2","2","2","15","21","50","38","9",""
"750","17","1","1","1","80","339.83","0.1","9.82","34.61","3336.55","0.11","185.36","10","0","4","1","10","17","42","34","1",""
"751","23","5","3","2","48","230.75","0.06","17.5","13.89","3850","0.08","213.89","15","0","4","0","16","8","33","15","9",""
"752","14","4","1","4","56","249.73","0.09","11","21","2676.78","0.08","148.13","11","0","1","0","10","10","33","21","7",""
"753","13","3","3","1","28","109.39","0.11","9.09","11.53","1076.02","0.04","59.78","10","0","1","0","9","7","17","11","5",""
"754","13","3","3","2","27","110.36","0.12","8.25","13.94","1016.32","0.04","56.46","8","0","2","0","11","8","15","12","5",""
"755","33","4","1","2","91","500.37","0.07","13.53","39.83","7344.82","0.17","408.05","28","0","2","0","19","22","59","32","7",""
"756","168","4","1","4","751","5558.15","0.03","37.51","197.09","222848.31","1.85","12380.46","151","4","28","1","15","76","472","313","7","1"
"757","17","1","1","1","56","196.46","0.06","17.5","11.95","3640","0.07","202.22","11","0","2","0","7","4","35","21","1",""
"758","21","2","1","2","50","216.1","0.16","6.42","35.58","1465.09","0.07","81.39","14","1","4","0","11","18","26","22","3",""
"759","87","8","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","1"
"760","5","1","1","1","11","36.54","0.29","3.5","10.44","127.89","0.01","7.11","3","0","0","0","6","4","8","4","1",""
"761","11","3","3","1","29","116","0.13","7.86","14.86","917.38","0.04","50.97","7","0","2","0","11","7","16","13","5",""
"762","6","1","1","1","19","70.31","0.29","3.5","19.72","241.76","0.02","13.43","4","0","0","0","6","6","12","7","1",""
"763","28","5","4","3","68","326.98","0.08","12.69","28.15","4359.21","0.12","242.18","21","0","5","0","16","18","41","28","9","1"
"764","25","3","1","3","63","307.19","0.11","9.39","27.28","2437.44","0.1","135.41","21","0","1","0","13","18","36","27","5",""
"765","13","3","3","2","47","228.33","0.11","9.69","23.38","2148.39","0.08","119.36","8","0","2","0","14","13","30","17","5",""
"766","28","8","3","5","119","550.2","0.03","29.42","19.95","17256.56","0.18","958.7","20","0","3","1","17","13","64","51","15",""
"767","28","3","1","3","47","212.61","0.12","8.64","26.82","1721.24","0.07","95.62","21","0","2","0","11","14","26","19","5",""
"768","39","10","8","4","119","644.21","0.04","25.77","23.04","17672.26","0.21","981.79","27","6","4","0","22","19","71","48","19","1"
"769","16","3","1","3","46","205.13","0.12","8.03","25.3","1658.52","0.07","92.14","13","0","2","0","11","13","27","19","5",""
"770","11","3","1","2","29","113.3","0.16","6.19","18.4","703.67","0.04","39.21","7","0","2","0","9","8","18","11","5",""
"771","19","3","1","3","77","357.58","0.06","15.42","22.55","5618.88","0.12","312.16","12","0","4","0","14","14","44","34","5",""
"772","13","2","1","1","14","50.19","0.29","3.5","14.34","175.66","0.02","9.76","6","3","1","0","7","5","8","5","3",""
"773","11","2","1","2","41","180.09","0.12","8.5","22.56","1485.7","0.06","82.54","9","0","0","0","12","12","27","16","3",""
"774","8","1","1","1","16","55.35","0.5","2","27.68","110.7","0.02","6.15","4","0","2","0","4","7","9","7","1","1"
"775","6","1","1","1","45","197.65","0.11","8.8","22.46","1739.36","0.07","96.63","4","0","0","0","11","10","29","16","1",""
"776","18","3","1","2","55","258.51","0.08","12.12","21.1","3081.09","0.09","171.17","14","0","1","1","15","13","33","22","4",""
"777","22","4","3","3","50","240.37","0.1","10.08","22.28","2461.32","0.08","136.74","19","0","1","0","13","12","30","20","7",""
"778","126","16","7","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1"
"779","5","1","1","1","9","25.27","0.5","2","12.63","50.53","0.01","2.81","3","0","0","0","4","3","5","3","1",""
"780","14","2","1","2","41","180.09","0.12","8.33","19.87","1487.5","0.06","82.64","9","0","3","0","10","9","24","15","3",""
"781","27","3","1","3","83","435.58","0.08","12.74","33","5113.31","0.15","284.07","22","0","6","0","15","23","46","37","5",""
"782","129","16","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","1"
"783","80","11","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21",""
"784","38","7","1","7","172","980.48","0.03","32.72","33.29","23327.51","0.33","1295.97","29","0","4","0","22","26","97","75","13",""
"785","22","6","6","5","81","396.82","0.06","16.18","24.72","6187.36","0.13","343.74","16","2","3","0","16","17","49","36","11",""
"786","80","11","8","6","239","1381.86","0.03","30.81","44.81","44839.15","0.46","2491.06","64","0","12","0","20","32","153","92","21",""
"787","29","3","1","2","76","376.93","0.09","11.29","30.75","4367.55","0.13","242.64","23","1","4","0","13","19","40","36","5",""
"788","17","3","1","2","38","161.42","0.13","7.56","21.34","1247.05","0.05","69.28","11","0","4","0","11","8","27","11","5","1"
"789","47","2","1","2","185","1064.39","0.07","14.69","73.47","18255.01","0.35","1014.17","39","0","6","0","12","29","107","78","3","1"
"790","77","4","1","3","210","1156.73","0.04","22.19","50.35","23888.69","0.38","1327.15","54","6","11","0","19","37","115","95","7","1"
"791","39","4","4","3","118","590","0.05","21.62","27.29","12754.41","0.2","708.58","29","0","7","0","15","17","71","41","7",""
"792","54","7","7","5","168","938.27","0.03","33.14","29.29","30183.34","0.31","1676.85","35","1","10","0","25","22","101","66","13",""
"793","8","2","1","1","18","70.32","0.19","5.33","14.81","369.2","0.02","20.51","5","0","1","0","8","6","10","8","3",""
"794","25","6","6","3","102","489.75","0.05","20","23.57","11884.29","0.16","660.24","20","0","5","0","15","15","60","42","11",""
"795","14","4","3","2","33","145.95","0.18","5.6","23.77","802.71","0.05","44.6","11","0","1","0","8","10","19","14","7",""
"796","45","6","5","2","134","744.31","0.04","23.5","30.84","16939.37","0.25","941.08","27","5","9","0","23","24","82","52","11",""
"797","7","1","1","1","28","106.61","0.2","5.06","19.93","479.73","0.04","26.65","5","0","0","0","9","8","18","9","1",""
"798","16","2","1","2","50","232.19","0.12","8.08","28.19","1960.07","0.08","108.89","11","0","3","0","13","13","32","18","3",""
"799","9","2","1","2","17","66.42","0.19","5.25","11.83","272.43","0.02","15.14","7","0","0","0","7","4","9","8","3",""
"800","36","4","1","1","107","548.83","0.06","17.37","30.87","10028.34","0.18","560.01","27","0","5","0","18","23","56","51","7","1"
"801","15","3","1","2","33","134.89","0.1","9.6","14.89","1284.98","0.04","71.37","13","0","0","0","8","5","20","13","5",""
"802","17","3","1","3","37","154.29","0.34","2.92","42.04","357.65","0.05","19.87","13","0","0","0","5","12","22","15","5",""
"803","107","1","1","1","290","1843.69","0.06","15.56","130.52","31589.12","0.61","1754.95","60","20","18","0","13","70","156","126","1","1"
"804","31","5","4","4","78","352.93","0.06","16.67","23","4887.48","0.12","271.53","24","0","3","0","16","12","46","28","9",""
"805","15","2","1","2","24","98.1","0.13","7.71","13.96","700.71","0.03","38.92","10","0","2","0","11","7","15","9","3",""
"806","92","9","4","6","184","1066.79","0.05","21.48","47.61","29896.28","0.36","1660.9","62","12","10","0","19","33","114","74","17","1"
"807","19","1","1","1","54","240.81","0.33","3.04","54.47","648","0.08","36.67","10","0","4","1","4","14","29","25","1","1"
"808","35","6","1","5","108","596.06","0.05","20.23","27.16","11032.88","0.2","612.45","28","0","3","0","17","19","67","45","11",""
"809","28","8","8","2","94","456.65","0.04","22.67","20.45","11884.29","0.15","660.24","24","0","2","0","16","12","57","35","15",""
"810","19","1","1","1","56","237.88","0.1","9.82","23.24","2268.24","0.08","126.01","10","0","5","0","8","11","31","25","1",""
"811","117","18","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35",""
"812","23","3","1","2","50","222.97","0.08","12","18.58","2675.66","0.07","148.65","17","0","2","0","12","10","30","20","5",""
"813","76","14","7","9","309","1725.75","0.02","40.2","49.72","60767.15","0.58","3375.95","77","1","4","0","23","40","167","122","27","1"
"814","7","2","1","2","19","60.23","0.25","4","16.73","216.82","0.02","12.05","5","0","0","0","6","5","10","8","3",""
"815","19","2","1","1","32","140.55","0.13","7.56","19.34","1021.63","0.05","56.76","10","0","5","0","11","8","21","11","3",""
"816","19","2","1","2","66","330","0.09","11.38","27.74","3546.85","0.11","197.05","16","0","1","0","14","16","41","25","3",""
"817","8","1","1","1","18","66.61","0.27","3.67","15.42","221.39","0.02","12.3","5","0","1","0","5","6","10","8","1",""
"818","136","15","1","12","451","2797.8","0.02","43.24","51.24","120832.68","0.93","6719.73","108","6","18","0","19","43","269","202","29","1"
"819","5","1","1","1","11","34.87","0.4","2.5","13.95","87.17","0.01","4.84","3","0","0","0","5","4","5","4","1",""
"820","4","1","1","1","14","50.19","0.29","3.5","14.34","175.66","0.02","9.76","2","0","0","0","7","5","8","6","1",""
"821","36","5","1","3","105","569.2","0.05","20.05","27.43","9961.73","0.19","553.43","23","4","5","1","19","22","62","43","9",""
"822","20","3","1","2","52","241.48","0.05","18.75","14","4141.81","0.08","230.1","14","0","4","0","14","8","30","20","5",""
"823","54","14","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","1"
"824","27","3","1","4","106","535.02","0.06","15.58","34.35","8334.03","0.18","463","24","0","2","0","18","26","53","45","5",""
"825","12","3","3","2","31","129.66","0.1","9.75","13.19","1247.96","0.04","69.33","9","0","1","0","12","8","19","12","5",""
"826","26","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11",""
"827","23","3","1","2","52","238.42","0.11","9.5","26.42","2081.48","0.08","115.64","14","5","4","0","10","13","31","21","5",""
"828","199","29","14","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57",""
"829","314","44","29","18","1449","9668.34","0.01","149.93","64.48","1449530.13","3.22","80529.45","300","1","11","0","35","67","875","574","87","1"
"830","115","1","1","1","477","2622.67","0.03","37.22","73.65","105742.77","0.87","5874.6","89","1","23","0","11","47","281","224","1",""
"831","32","4","4","3","77","377.83","0.06","15.5","25.4","5856.37","0.13","325.35","21","2","3","0","14","14","47","30","7",""
"832","11","2","1","2","29","118.54","0.12","8.64","14.34","864.96","0.04","48.05","8","0","1","0","11","7","20","9","3",""
"833","29","2","1","2","80","390.71","0.14","7.22","55.96","3999.72","0.13","222.21","19","4","4","0","11","23","47","33","3",""
"834","89","14","12","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","1"
"835","27","7","4","5","106","552.2","0.05","20.92","26.12","12458.21","0.18","692.2","21","0","4","0","19","19","63","43","13",""
"836","22","2","1","2","49","211.77","0.11","9.5","22.34","1759","0.07","97.72","15","0","3","0","12","12","30","19","3",""
"837","8","1","1","1","38","148.46","0.14","7","21.21","1039.23","0.05","57.74","6","0","0","0","7","7","24","14","1",""
"838","10","1","1","1","31","136.74","0.13","8","16.07","937.65","0.04","52.09","6","0","2","1","10","6","19","12","1",""
"839","16","2","1","1","35","143.06","0.16","6.22","22.99","890.16","0.05","49.45","10","1","3","0","7","9","21","14","3",""
"840","19","4","1","1","48","220.08","0.07","14.22","16.81","3078.75","0.08","171.04","15","0","2","0","16","9","30","18","7",""
"841","54","3","1","3","151","798.28","0.04","27.04","25.48","20968.33","0.26","1164.91","35","1","6","0","18","19","82","67","5","1"
"842","75","15","1","8","328","2067.63","0.03","29.34","60.1","53371.83","0.71","2965.1","61","2","6","0","21","51","207","127","29",""
"843","11","3","3","1","22","89.92","0.16","6.42","14.01","577.01","0.03","32.06","9","0","0","0","11","6","15","7","5",""
"844","59","8","1","6","150","814.35","0.05","20.89","37.34","15934.13","0.27","885.23","49","0","4","0","19","27","86","62","12",""
"845","27","4","4","4","90","437.22","0.07","13.42","32.6","5872","0.15","326.22","21","1","3","0","15","19","52","34","7",""
"846","16","4","4","2","35","148.68","0.15","6.5","21.74","1257.8","0.05","69.88","12","1","1","0","9","9","19","16","7",""
"847","7","1","1","1","20","71.7","0.11","8.75","8.72","573.59","0.02","31.87","4","0","1","0","7","6","11","9","1","1"
"848","8","1","1","1","19","70.31","0.21","4.67","15.07","328.11","0.02","18.23","3","0","1","0","7","6","11","8","1",""
"849","45","6","6","4","144","771.45","0.04","27.82","27.42","22188.68","0.26","1232.7","31","4","7","2","22","21","93","51","11","1"
"850","5","1","1","1","17","60.94","0.42","2.5","17.41","213.31","0.02","11.85","3","0","0","0","4","6","10","7","1",""
"851","11","2","1","1","30","120","0.11","9.17","13.09","1200","0.04","66.67","8","0","0","0","10","6","17","13","3","1"
"852","40","4","4","4","80","392.55","0.06","16.57","22.68","6505.13","0.13","361.4","21","4","3","0","16","14","51","29","7",""
"853","37","3","1","3","110","518.91","0.07","14.74","36.61","8835.23","0.17","490.85","28","2","2","0","13","19","59","46","5","1"
"854","20","4","1","2","38","164.23","0.13","7.56","21.33","1274.38","0.05","70.8","14","0","4","0","14","8","27","11","7",""
"855","96","19","19","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37",""
"856","15","2","1","2","33","134.89","0.18","5.71","21.66","718.87","0.04","39.94","11","0","3","0","10","7","18","10","3",""
"857","48","3","1","2","84","398.08","0.05","19.38","21.25","7835.54","0.13","434.44","29","5","9","0","15","12","53","31","5",""
"858","49","6","1","6","93","484.48","0.07","14.45","33.53","7000.72","0.15","388.93","37","3","6","0","17","23","59","34","11",""
"859","21","2","1","2","46","213.62","0.14","6.25","30.94","1467.19","0.07","81.55","19","0","0","0","10","14","25","21","3",""
"860","17","2","1","2","36","165.06","0.17","5.85","28.52","902.99","0.06","50.17","14","0","1","0","9","13","22","14","3",""
"861","66","20","1","6","179","1026.98","0.03","32.52","31.58","33399.05","0.34","1855.5","59","0","1","0","22","23","119","68","26",""
"862","23","3","1","2","53","236.35","0.09","10.67","20.45","2731.15","0.08","151.73","16","0","4","0","12","9","37","16","5",""
"863","62","14","12","9","183","1057.99","0.04","27.65","37.44","29896.72","0.35","1660.93","41","6","5","0","31","33","110","73","27","1"
"864","27","1","1","1","69","341.84","0.07","17.77","21.8","5601.85","0.11","311.21","16","3","4","0","10","11","41","28","1",""
"865","26","5","5","2","58","280.94","0.07","14.5","17.29","3278.25","0.09","182.12","21","0","2","0","10","10","35","25","9",""
"866","12","2","1","2","49","224.66","0.1","10.5","21.4","2358.96","0.07","131.05","8","0","2","0","12","12","28","21","3",""
"867","11","1","1","1","41","151.72","0.1","9.6","16.12","1455.46","0.05","80.86","7","0","2","0","8","5","23","18","1",""
"868","42","4","1","3","120","638.63","0.06","17.81","36.91","12033","0.21","668.5","33","4","3","0","19","24","75","45","7",""
"869","132","16","14","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1"
"870","12","2","1","1","20","78.14","0.25","4","17.36","351.62","0.03","19.53","7","0","2","0","8","8","12","8","3","1"
"871","34","4","1","4","116","605.33","0.06","15.84","38.47","9590.94","0.21","532.83","21","2","6","0","17","25","63","53","7",""
"872","50","3","1","3","126","695.61","0.07","13.78","48.92","9981.07","0.23","554.5","23","12","11","0","13","25","71","54","5","1"
"873","185","31","1","30","547","3102.82","0.02","41.44","75.58","127383.2","1.03","7076.84","147","0","17","1","14","37","315","217","59","1"
"874","20","4","3","3","32","133.44","0.11","9.43","14.53","1153.28","0.04","64.17","14","2","2","0","11","7","20","12","7",""
"875","26","5","3","5","101","537.51","0.11","9.29","53.74","4995.78","0.18","277.54","21","0","2","0","13","29","61","34","9",""
"876","13","4","4","4","48","222.91","0.17","5.83","37.11","1498.37","0.07","83.24","10","0","1","0","10","18","28","20","7",""
"877","14","4","1","4","47","218.26","0.08","12.73","17.23","2777.87","0.07","154.33","9","0","2","0","14","11","28","20","7","1"
"878","11","3","3","2","28","124.86","0.11","8.75","14.27","1092.56","0.04","60.7","7","0","0","0","11","8","18","10","5",""
"879","26","4","1","2","55","267.19","0.09","10.56","25.3","2822.18","0.11","156.79","17","0","2","0","14","16","29","26","7",""
"880","27","5","4","2","70","332.84","0.1","10","31.35","3328.42","0.11","184.91","15","0","5","0","10","17","36","34","9",""
"881","15","2","1","2","35","153.73","0.2","4.92","31.23","756.83","0.04","42.05","13","0","2","0","8","13","19","16","3",""
"882","59","5","4","4","180","886.8","0.03","28.78","29.29","26728.43","0.3","1484.91","46","1","9","0","14","18","106","74","9",""
"883","12","4","4","2","31","133.98","0.08","12","11.08","1798.04","0.04","99.78","8","0","2","0","12","5","21","10","7",""
"884","159","17","5","18","385","2383.08","0.03","37.51","60.2","94330.35","0.8","5240.57","99","12","27","0","25","48","233","152","33","1"
"885","16","3","1","3","65","330.34","0.09","11.67","28.32","3950.36","0.11","219.46","12","0","2","0","14","15","37","28","5",""
"886","24","4","1","3","68","336.89","0.07","13.59","24.78","4579.54","0.11","254.42","17","0","4","0","15","15","39","29","7",""
"887","22","5","1","2","90","395.31","0.04","24.67","14.74","10599.21","0.13","588.85","18","0","2","0","12","9","57","37","7",""
"888","51","7","1","2","86","421.99","0.05","19.09","20.14","7595.87","0.14","421.99","33","5","9","1","15","11","61","31","13",""
"889","221","22","11","12","1396","9691.75","0.02","29.66","326.75","287464.24","3.23","15970.24","170","2","47","5","29","112","792","604","43","1"
"890","31","4","1","4","97","523.19","0.05","19.73","29.76","10885.9","0.17","604.41","28","0","1","0","19","18","61","36","7",""
"891","17","3","1","3","47","197.15","0.18","5","34.27","1075.92","0.07","59.77","14","0","1","0","8","13","27","20","5",""
"892","11","1","1","1","24","93.77","0.18","5.5","17.85","507.65","0.03","28.2","9","0","0","0","6","6","13","11","1",""
"893","27","9","8","8","162","824.17","0.04","28.8","27.52","23153.61","0.27","1286.31","23","0","2","0","16","20","89","63","17",""
"894","52","6","1","2","180","891.66","0.03","28.88","31.88","25007.5","0.3","1389.31","46","0","4","0","12","16","93","87","11","1"
"895","4","1","1","1","10","30","0.5","2","11","75","0.01","4.17","2","0","0","0","4","3","7","3","1",""
"896","9","1","1","1","18","66.61","0.4","2.5","26.64","166.52","0.02","9.25","5","0","2","0","5","8","10","8","1",""
"897","16","5","1","5","81","393.5","0.14","7.1","51.87","2626.89","0.13","145.94","13","0","1","0","11","23","48","35","9",""
"898","74","6","5","2","269","1634.11","0.03","34.76","44.36","54735.73","0.54","3040.87","41","13","14","1","25","37","160","89","11",""
"899","27","5","1","4","95","466.15","0.07","14.78","31.03","7749.82","0.16","430.55","23","0","3","0","19","18","53","38","7",""
"900","30","4","1","4","71","351.75","0.06","16.07","20.17","5552.59","0.12","308.48","17","8","2","0","17","14","41","26","7",""
"901","23","3","1","3","55","258.51","0.11","8.43","29.47","2075.37","0.09","115.3","20","0","2","0","12","15","32","23","5",""
"902","17","4","1","1","32","133.44","0.13","7.86","16.47","879.05","0.04","48.84","13","0","2","0","10","8","21","11","5",""
"903","70","6","1","3","204","1162.89","0.03","29.12","40.85","30721.35","0.39","1706.74","59","1","5","0","22","34","118","86","11","1"
"904","90","11","11","6","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","21","1"
"905","6","1","1","1","14","48.43","0.08","12.25","4.87","345.78","0.02","19.21","4","0","0","0","7","2","10","6","1",""
"906","25","4","1","2","85","379.98","0.05","21.2","16.12","8525.32","0.13","473.63","20","0","3","0","16","10","47","28","7",""
"907","62","11","8","4","135","738.75","0.04","23.04","31.44","17360.57","0.25","964.48","35","10","8","0","19","23","80","51","21",""
"908","17","2","1","1","37","162.52","0.11","9.33","17.38","1519.52","0.05","84.42","11","0","4","0","12","9","24","14","3",""
"909","61","8","3","5","169","891.76","0.02","36.11","25.31","28133.41","0.3","1562.97","50","0","9","0","17","18","103","76","15",""
"910","5","1","1","1","15","55.51","0.33","3","17.33","139.52","0.02","7.78","3","0","0","0","4","6","9","6","1",""
"911","587","45","17","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","1"
"912","50","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1"
